"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0000212",3287.46496086775,-0.0994254645740972,0.104690072530852,-0.949712443314977,0.342258385334382,0.737629063165105
"FBgn0000216",0.190048145436947,0.772410189230799,3.81342573113189,0.202550211723026,0.839486608507097,NA
"FBgn0000221",208.619887169355,0.252386226027341,0.163186504769508,1.54661211957339,0.121956805492083,0.446502289671871
"FBgn0000227",0,NA,NA,NA,NA,NA
"FBgn0000228",781.171311238561,0.104993468418711,0.125346956055127,0.837622800928133,0.402242583008725,0.775866748176505
"FBgn0000229",907.485966864452,0.114382241443893,0.181634111616624,0.62973986783562,0.528864793795007,0.848258321290193
"FBgn0000233",5.15742636729756,0.916230520464792,0.841706202769502,1.08853958477445,0.27635697128457,NA
"FBgn0000239",2481.48623953556,0.027928439727218,0.0946931579052543,0.29493619544468,0.768042621174042,0.944955338836022
"FBgn0000241",8.27984527194858,-0.0515911990058329,0.737266036392824,-0.0699763673615701,0.944212469630907,0.989016247874843
"FBgn0000242",160.670287460628,-0.114292631904097,0.164575766288177,-0.694468174032182,0.487388652971097,0.82762644209719
"FBgn0000244",510.186928378687,0.397801345398288,0.133800670955425,2.97308931680033,0.00294818646886345,0.0320754980135301
"FBgn0000246",176.411724125697,-0.168165269449866,0.306884510058041,-0.54797574963318,0.583708554246999,0.869236333698652
"FBgn0000247",2662.77441957903,0.162857488178673,0.121347127842433,1.34207946306022,0.179570231981963,0.550859421479377
"FBgn0000250",2251.33709227092,0.101571143429275,0.105972500924733,0.958466984764429,0.337827331869868,0.733751387654643
"FBgn0000251",1.97492562228389,-0.4279900275166,1.19879710914204,-0.357016232565748,0.721079653650608,NA
"FBgn0000253",10292.4207422362,-0.0796761988162965,0.152799623092646,-0.521442377956568,0.602058636523022,0.878984979317869
"FBgn0000256",2184.41274629441,0.450826538047438,0.129605590735426,3.47844977588771,0.000504322934581857,0.00768985912774294
"FBgn0000257",753.279359362576,-0.0572815508207454,0.143756502619804,-0.398462328846711,0.690289421446948,0.91588676628127
"FBgn0000258",1079.57216744893,-0.0602734276775647,0.391732751607408,-0.153863641552163,0.877717252502681,0.974323753623807
"FBgn0000259",2030.25470905424,0.0472323683685732,0.179754596887035,0.262760280885923,0.792735351282763,0.951799908259541
"FBgn0000261",1903.17593821783,0.162761950662532,0.127439939991166,1.27716593929513,0.201543669201454,0.58611866224825
"FBgn0000273",2102.23775428587,0.125562660406546,0.149092161994605,0.842181498522299,0.399686368263411,0.77452611014118
"FBgn0000274",0,NA,NA,NA,NA,NA
"FBgn0000276",69.4968591125523,-0.152137799948236,0.412343003415127,-0.368959334069434,0.71215803624679,0.922535616448566
"FBgn0000277",31.9807517700358,0.487069153070432,0.504665677848752,0.965132313230952,0.334478543964946,0.732788871129309
"FBgn0000278",44.7028436452136,0.669781736760482,0.299853975722268,2.23369303390811,0.025503277671526,0.165659266823956
"FBgn0000279",98.3131469190713,-0.489264354749446,0.23059050073965,-2.12178885591586,0.0338554728898136,0.201703007059355
"FBgn0000280",0.494933561461431,-1.02304051726248,2.68355377288172,-0.381226017380636,0.703035545130256,NA
"FBgn0000281",0.992636089494353,0.361138404014883,1.76066200859453,0.205115122750428,0.837482181380852,NA
"FBgn0000283",3526.31008558795,0.120207583463087,0.117231325541935,1.02538790640977,0.305180192191283,0.707376317172709
"FBgn0000286",484.873825567724,0.531569096644811,0.131464073568772,4.04345523620743,5.26692156356021e-05,0.00111064962646819
"FBgn0000287",0.692535396871297,-0.242702973006603,2.44563619781128,-0.0992391972378435,0.920948353553825,NA
"FBgn0000289",3448.76262953296,0.180864311050197,0.102115490949298,1.77117408307814,0.0765317576158872,0.338276058755724
"FBgn0000299",50847.6179108074,-0.63646454838172,0.132639110918997,-4.79846814391278,1.59883730747358e-06,4.98394116483243e-05
"FBgn0000303",2.69203939162257,-0.740287710822715,1.08250399287826,-0.683866032544019,0.494059764873406,NA
"FBgn0000307",1642.82454444605,0.0542395919966782,0.16558440697338,0.327564611838106,0.743240882544252,0.936468379325216
"FBgn0000308",16758.1169758136,-0.0378313143528107,0.148844794040878,-0.254166191008473,0.799367168765791,0.953638376295292
"FBgn0000313",58.3929443931834,-0.0176337429975458,0.237180794261326,-0.0743472634555603,0.940734070265216,0.989015272855399
"FBgn0000316",1.9067874716876,0.323151511283301,1.41692104789879,0.228065996875772,0.819594934069271,NA
"FBgn0000317",1436.68048452464,0.072326680170732,0.128368194376008,0.563431467758107,0.57314111443995,0.864481313645565
"FBgn0000318",906.753616132792,-0.25423262276937,0.140198842766146,-1.81337176365595,0.0697745015578703,0.319737004940035
"FBgn0000319",14032.9058467729,-0.0247043668836897,0.120291244750591,-0.205371279804372,0.83728205741431,0.961730411793998
"FBgn0000320",1.16180797341892,0.767106245460195,1.98252296579232,0.386934355211174,0.69880480656942,NA
"FBgn0000326",269.368606143896,-0.160264651055212,0.143250165202585,-1.11877463337348,0.263236296081527,0.66331083629626
"FBgn0000330",227.230396667204,0.174240187723149,0.173783555163544,1.00262759361307,0.316040577026338,0.718101480368608
"FBgn0000337",25.3292318266985,-0.0067025750464919,0.37767381127878,-0.0177469944865846,0.985840690361882,0.996375478552756
"FBgn0000338",1832.90401100614,-0.192089085051623,0.168510162575814,-1.13992581880752,0.254317207472908,0.654090779879954
"FBgn0000339",565.948672253472,-0.00844037149272773,0.169453320267109,-0.0498094193694357,0.960274260430717,0.990415591277764
"FBgn0000346",94.0126752243329,-0.641407618733536,0.217889756079868,-2.94372544296404,0.00324287543024651,0.0346475638073706
"FBgn0000351",34.3175207607977,-0.384315630542649,0.324534342680318,-1.18420635353596,0.236331387702606,0.633457932529965
"FBgn0000352",837.427425801003,-0.0415755795122837,0.108311617702635,-0.383851523909722,0.701088497309124,0.918218851925319
"FBgn0000355",0.372198012999843,0.764643527029181,2.90300739853151,0.263397030064745,0.79224457947668,NA
"FBgn0000356",0,NA,NA,NA,NA,NA
"FBgn0000357",3.41206329792148,-0.391525148212554,0.919191744693236,-0.425945022323083,0.670147907261667,NA
"FBgn0000358",0.0796749105101127,0.719763685204581,3.81458895662518,0.188687088802712,0.850338071459213,NA
"FBgn0000359",0.512456588636781,1.05843459608458,2.41025956713037,0.439137182782659,0.660562138302477,NA
"FBgn0000360",0.655096366188273,-0.0517444808421957,2.54690506876706,-0.0203166115128291,0.983790804451053,NA
"FBgn0000363",3.19839034781747,0.0535334339334277,0.98212226085065,0.0545079121687564,0.956530504963963,NA
"FBgn0000370",11183.3433115426,0.0941507384064917,0.111669984554432,0.843115889933696,0.399163632739194,0.774234191397882
"FBgn0000376",1250.21907629536,-0.0894031388609188,0.137271447094915,-0.651287217793385,0.514861098050547,0.843227956922632
"FBgn0000377",892.783145417565,-0.0886093957346752,0.116984241560028,-0.75744728138625,0.448781938628517,0.808487462165617
"FBgn0000382",733.171575823204,0.125664634241509,0.142540121019721,0.881608864525392,0.377988359749616,0.761280814706316
"FBgn0000384",598.77153580614,-0.0211983970383969,0.164735910319657,-0.128681093255642,0.897609996408932,0.978238575371421
"FBgn0000392",1080.22701781589,-0.465805178676666,0.109278559582203,-4.26254866881066,2.02108461757865e-05,0.00048899672302637
"FBgn0000394",621.778335326083,0.188441731145468,0.127137342943642,1.48219025805031,0.138289677990117,0.478396281395558
"FBgn0000395",496.874906795115,0.376217325613996,0.202303308486896,1.85966966347643,0.0629322765928855,0.300507939232694
"FBgn0000404",2429.45180115513,-0.0637083922161638,0.100998627748037,-0.630784730809394,0.528181288524501,0.848258321290193
"FBgn0000405",2318.16256844911,-0.526630792179013,0.119357700465438,-4.41220625167379,1.0232256801769e-05,0.000266968882009791
"FBgn0000406",265.508207219706,2.0331945985972,0.279509713203855,7.27414648776207,3.48617529186694e-13,3.45421868502483e-11
"FBgn0000409",4201.61613133004,0.103146529927476,0.113122784419734,0.911810387770851,0.361868541116364,0.74888519865934
"FBgn0000411",0,NA,NA,NA,NA,NA
"FBgn0000412",2799.14541301722,-0.233856793940146,0.110933824663495,-2.1080747432041,0.0350245247354,0.205868022155886
"FBgn0000413",2709.4017735386,0.00735653577714892,0.151969941233301,0.0484078345852311,0.961391215530582,0.990415591277764
"FBgn0000414",2340.51087850447,0.241932378136523,0.10229949464363,2.36494206524984,0.0180328916223648,0.131220004985492
"FBgn0000416",38598.4010589658,0.370506538366439,0.0757246561046955,4.8928124263012,9.94051374199808e-07,3.23183187010352e-05
"FBgn0000422",6.74265395568728,-0.440176694290225,0.677921762375226,-0.649303088822498,0.516142489646508,0.843950104739384
"FBgn0000426",698.185351933297,-0.195364977837033,0.149455223524949,-1.30718066073094,0.191151361989383,0.569999458751329
"FBgn0000427",0.190048145436947,0.772410189230799,3.81342573113189,0.202550211723026,0.839486608507097,NA
"FBgn0000439",0,NA,NA,NA,NA,NA
"FBgn0000442",3.58976090424144,-0.341464201661683,0.949714781590556,-0.359543947594254,0.7191882072122,NA
"FBgn0000447",619.766935722834,-0.5271567835752,0.118546671269825,-4.44682906680132,8.71471276293634e-06,0.000233975981696514
"FBgn0000448",7.61962030656936,-0.366694512909079,0.624460622894546,-0.587217991759593,0.557057310401972,0.857583225089138
"FBgn0000449",0,NA,NA,NA,NA,NA
"FBgn0000451",0.631110405153443,-0.49218563600273,2.18977039264576,-0.22476586479373,0.822161422570039,NA
"FBgn0000454",2699.07549116503,0.0083403978458293,0.141316696947019,0.0590191960752959,0.952936818504701,0.990050323357213
"FBgn0000455",535.580648295711,0.162977098387616,0.167025112196077,0.975764040776638,0.329181408287899,0.728664058824516
"FBgn0000459",4.72119790578584,-0.498060996259211,0.837874376489464,-0.594433975109721,0.552221890172623,NA
"FBgn0000463",1.32519236755264,-1.09587570969364,1.61215620609477,-0.679757771331755,0.496657849294838,NA
"FBgn0000464",1545.40584906511,0.0763284661051247,0.115789504388252,0.659200214288758,0.509767209343066,0.839824323705926
"FBgn0000472",2633.49958171658,0.137034656542946,0.205335244185907,0.667370363457318,0.504535591500046,0.836170794116862
"FBgn0000473",16.1622106885231,-0.0980760030616062,0.508615605939927,-0.19282932319853,0.847092637855748,0.963157296464076
"FBgn0000477",1.55593651749315,0.56270060375745,1.5438645307918,0.364475374966261,0.715503059006899,NA
"FBgn0000479",881.74363689341,0.224079306221923,0.120141078394884,1.86513479998417,0.0621625117557506,0.298455414949672
"FBgn0000482",1016.7298545619,0.0449749016780277,0.130286816400624,0.345199176098775,0.729944638116876,0.93237096731841
"FBgn0000489",111.800665997973,-0.126222102685278,0.19641470136848,-0.642630626963512,0.520463805111706,0.845827984953993
"FBgn0000490",200.714847330613,-0.86306836795304,0.205361234886853,-4.20268396042983,2.63768733437862e-05,0.000613225466034449
"FBgn0000492",0.482571247926677,1.03168633969819,2.44099899472021,0.422649227602998,0.672551204345955,NA
"FBgn0000497",2.24832096409629,3.48635521545697,1.67080778370363,2.08662854546253,0.0369217248770492,NA
"FBgn0000499",965.304181333989,-0.023998416999722,0.131438413784305,-0.182582977904042,0.85512524148282,0.965648661632659
"FBgn0000500",4.5906580910075,-0.818528504636726,0.866155578724663,-0.945013257135556,0.344652107889022,NA
"FBgn0000504",7.05381311023231,-0.68843784536235,0.991581608599327,-0.694282587930219,0.487505008335874,0.82762644209719
"FBgn0000520",600.104217206868,-0.107623627866029,0.19225145875544,-0.559806560442984,0.575611388336504,0.865144558534136
"FBgn0000524",891.434538067256,-0.331268356436646,0.118103848841894,-2.80489043909244,0.00503336855279294,0.049694811939378
"FBgn0000527",136.818434758498,0.578906842909371,0.208850483664968,2.77187216783293,0.00557349192728306,0.0535660199893498
"FBgn0000529",0.502252655783333,0.793413175098555,2.68109137055398,0.295929181605853,0.76728416493678,NA
"FBgn0000533",6.69491327965049,-0.339489255340451,0.736841110366531,-0.460736040055605,0.64498799471683,0.899326995844492
"FBgn0000535",177.571465950567,0.712147688708479,0.236763728201605,3.00784116772348,0.00263110611935119,0.0293548206854691
"FBgn0000536",871.574573296313,-0.0439958993982874,0.152228951458034,-0.289011380403656,0.772572668709022,0.945583748522141
"FBgn0000541",4907.53497226926,0.122129659140458,0.196494813507996,0.62154138809108,0.534243471613697,0.850331697130239
"FBgn0000542",161.252366068971,-0.0411482990643264,0.210218004768355,-0.195741078932172,0.844812829962912,0.963157296464076
"FBgn0000543",727.25201400911,-0.172315782759636,0.157222752124645,-1.09599775115898,0.273079758618074,0.675235540991749
"FBgn0000546",937.51615000797,0.127543288588664,0.135303563840902,0.942645448265038,0.345862284972206,0.740764744679278
"FBgn0000547",341.818021903022,-0.531438981125784,0.200814714605049,-2.64641454273402,0.00813500568573391,0.0721061260089066
"FBgn0000551",1.61860903967822,-0.0277786048525284,1.57948764338021,-0.0175870985562637,0.985968248947249,NA
"FBgn0000552",0,NA,NA,NA,NA,NA
"FBgn0000556",196243.90431698,0.19210238961827,0.113168602264096,1.69748840027174,0.089604362296116,0.374386098087637
"FBgn0000557",43.7341308235937,-0.308283267386548,0.283756356707931,-1.08643651533721,0.277285913693957,0.679657765255781
"FBgn0000559",107460.019098875,-0.0169186059033063,0.111994305775014,-0.151066661704161,0.879923130748608,0.975209642535846
"FBgn0000560",0.330918536227288,0.137118926195754,3.51084515475573,0.039055817090086,0.968845886925508,NA
"FBgn0000562",1459.2751425309,0.133243880843094,0.110196444110178,1.20914864285341,0.226605744198954,0.619150100412595
"FBgn0000564",0,NA,NA,NA,NA,NA
"FBgn0000565",602.088255866094,-0.743699337880968,0.181411588234922,-4.09951395672642,4.14018703919539e-05,0.000902062217990137
"FBgn0000566",798.3232117264,-0.144053888161927,0.137591590770354,-1.04696724091488,0.295114687357838,0.697464219760754
"FBgn0000567",261.177919822776,1.22641843267357,0.169246414658973,7.24634808450605,4.28158909541631e-13,4.09605356794827e-11
"FBgn0000568",3629.21943784739,0.209078830864508,0.218401172869542,0.95731551308746,0.338408027613559,0.734438074009818
"FBgn0000575",1422.24769661688,-0.311937287536091,0.173768319628887,-1.79513324524452,0.0726324730642685,0.328008721277215
"FBgn0000576",0,NA,NA,NA,NA,NA
"FBgn0000577",0.349397966457172,1.81446498332941,3.37338703044939,0.537876314502725,0.590662441405617,NA
"FBgn0000578",5449.57609365189,0.325669186707758,0.112488392549027,2.89513592760975,0.00378994380756814,0.0392334605850617
"FBgn0000579",8747.44837739629,-0.468882515881878,0.133571332264817,-3.51035291728826,0.000447512308351703,0.00688474111351428
"FBgn0000581",3447.52686953777,0.156123629270083,0.119349362904067,1.30812285437648,0.190831642845173,0.569930475635153
"FBgn0000588",339.933386184802,0.172099363197014,0.157856553871863,1.09022627807213,0.275613480518347,0.677875590530202
"FBgn0000591",0.125504515033079,0.772410189230799,3.81342573113189,0.202550211723026,0.839486608507097,NA
"FBgn0000592",3.2352001993839,0.100174830838595,1.06780902672768,0.0938134332368233,0.925257360568689,NA
"FBgn0000594",21.505280933451,0.396519549602611,0.465629813005327,0.851576807428512,0.394449016564854,0.770757333876936
"FBgn0000606",0.880100618936038,0.171573336535623,2.07421061235476,0.0827174133203585,0.934076238495333,NA
"FBgn0000611",1381.11303369116,0.211182337781309,0.113398234683315,1.86230710179107,0.0625598150205989,0.29976127830538
"FBgn0000615",382.457014293175,0.0488878295612892,0.195964777575886,0.249472533615679,0.802995284378199,0.95420173747366
"FBgn0000617",819.388621367136,-0.0645991300301648,0.161910122544225,-0.398981416449239,0.689906897318583,0.91588676628127
"FBgn0000618",151.72002665168,-0.305533380936177,0.193253226169149,-1.58100015711381,0.113878001811707,0.430821185944925
"FBgn0000625",0.464091817696792,-0.409327527943133,2.45542739511793,-0.166703168970497,0.867603611953458,NA
"FBgn0000629",1117.35000501314,0.136021233194425,0.129330440862402,1.05173408740748,0.292921567092413,0.695954539215818
"FBgn0000630",20.7692279739226,0.122848397078035,0.479250561189019,0.25633438336149,0.797692649844183,0.952598619831034
"FBgn0000633",24.6651166473495,-1.06698826516305,0.382043953705515,-2.79284164770606,0.00522472617640235,0.0509196674077246
"FBgn0000634",352.305103674179,-0.376966590712145,0.146904666572604,-2.56606273651516,0.0102860222281604,0.0864753161666453
"FBgn0000635",153.589865339278,-0.46242394717729,0.335321033195628,-1.3790484383588,0.167879819804596,0.53118120777583
"FBgn0000636",50.0555692361442,0.28402529212399,0.270852406169006,1.04863492313509,0.294346176144359,0.696769972710324
"FBgn0000639",0.882348946657227,1.75863314843581,2.083960667455,0.843889798833633,0.39873098914445,NA
"FBgn0000640",1.06788039144156,0.325800990145332,2.17919905870299,0.149504924226262,0.881155224066897,NA
"FBgn0000644",6.04034382374812,1.01129921926573,0.767809199418352,1.31712308218218,0.187797371086963,NA
"FBgn0000658",3.95393057502517,-0.617929611322157,0.865997859802766,-0.713546349251824,0.475507742986814,NA
"FBgn0000659",2.16928769382924,-0.960175568721615,1.18614059131817,-0.809495582352984,0.418230142849702,NA
"FBgn0000662",1177.02435639332,0.132253976904382,0.100233630067664,1.31945712048045,0.187016336338764,0.564338549149925
"FBgn0000667",1500.48249436884,0.108025049690337,0.159004565424164,0.679383320863569,0.496895015246403,0.832176075628591
"FBgn0000709",2264.80155116432,0.157685033538345,0.117841736811756,1.33810853271991,0.180861059653586,0.553014915318441
"FBgn0000711",1054.22117364293,-0.0493431372499565,0.125605854690708,-0.392841061202595,0.694436875243224,0.91630048258865
"FBgn0000715",0.167018587456651,-0.199133464217502,3.80781084362455,-0.05229604946131,0.958292801084791,NA
"FBgn0000719",2103.48669163677,0.118361963218404,0.115038135813662,1.02889326553523,0.303529833323338,0.705858851966415
"FBgn0000721",930.396084103044,-0.0839230660444868,0.106653121767486,-0.786878664718761,0.431352898091836,0.794456776016454
"FBgn0000723",2013.91808753976,0.0737967040781537,0.120700683229268,0.611402538111393,0.540933122770478,0.852843965910808
"FBgn0000808",130.707370562256,0.022625563031992,0.190694595541716,0.118648160781476,0.905554108024223,0.980629637143329
"FBgn0000810",291.937357460634,0.0374768671812641,0.231322517779109,0.162011323156403,0.871296937083517,0.971363845896007
"FBgn0000826",125.672709110785,-0.598380831054192,0.203639928319287,-2.93842585780128,0.00329883550212101,0.0351102402610654
"FBgn0000927",33.9658396948468,-0.276424613902844,0.372087316689807,-0.742902543311594,0.45754068579842,0.812932641947877
"FBgn0000928",677.61312347261,-0.470045450898767,0.132827563021158,-3.5387643965424,0.000402004475432555,0.00627745450098528
"FBgn0000964",0.277391822383485,-0.147407319356591,3.6849704884858,-0.0400023066174302,0.968091287351731,NA
"FBgn0000986",2374.76331148278,-0.0467040432982628,0.119905901375268,-0.389505793814881,0.696902025549872,0.917364032075812
"FBgn0000996",1207.38816067516,0.229234291131161,0.104101508158488,2.20202661024051,0.0276634288417356,0.175089519581571
"FBgn0001075",44.38551226584,0.0101280786262726,0.305173445360907,0.0331879420710896,0.973524713660205,0.992728031339608
"FBgn0001077",0,NA,NA,NA,NA,NA
"FBgn0001078",1144.96895658426,0.00627543115830355,0.165273913057643,0.0379698831001529,0.969711694509403,0.992099089779314
"FBgn0001079",376.75091808679,0.0244644067697556,0.132612802470801,0.184479977151092,0.853636933496751,0.965192069874803
"FBgn0001083",189.883006910654,-0.091426988123905,0.207703275860445,-0.440180771079097,0.659806185501738,0.90277279005934
"FBgn0001084",68.6325787551789,-0.375801649738754,0.227334255029484,-1.65307973358443,0.0983146373373738,0.394158346126668
"FBgn0001085",9.94534595265103,-0.580126386078961,0.623616329221942,-0.930261699212974,0.352235603308787,0.743380470010762
"FBgn0001086",1137.42419030309,-0.00146006564511189,0.103098657297567,-0.0141618298761914,0.98870087227766,0.996603773763711
"FBgn0001087",1704.4552673577,-0.0854553169786572,0.11467745048762,-0.745179776977015,0.456163046572232,0.812932641947877
"FBgn0001089",51.9275986701211,-0.16420465314467,0.283421025929572,-0.57936651878987,0.562341890575526,0.860579832963965
